0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,Id
0.9296160928171479,0.3163755545817859,0.18391881167709445,0.3286534314070246,0.5677250290816866,0.5955447029792516,0.9645145197356216,0.8784821137654275,1.3753671292916692,0.6535698708517353,0.7477148092712739,0.9613067360728214,0.016071909805075654,0.10644437669771933,0.29870371376938154,0.65641118308227,0.8098125525409348,0.872175913724283,0.9646475973719302,0.7236853469199535,0
0.6424753278958413,0.7174536208124137,0.4675990072192965,0.5230953059106306,0.43964460588480947,0.7296890827468514,0.9940145858999619,0.9103525704119843,1.4523456484951651,0.1709142577924344,0.026849275789935567,0.8003702439254607,1.731524943944439,0.024676210429265266,0.49174731844588593,0.5262551673498579,0.5963660104193805,0.05195754510253359,0.8950895280539212,0.7282661803271173,1
0.8183500113899145,0.5002227528344483,0.8101894088032547,0.1541862648805848,0.21895004373209348,0.25871906160311253,0.4681057539529352,0.6178280652569283,1.3030147961086458,0.17805300588353812,0.531449884359634,0.1677422287864857,1.4730411389293856,0.9281705491153227,0.6094936579935035,0.1501834946688817,0.4896267036939954,0.37734495383322564,0.8486014119777788,0.9110972286316726,2
0.41451005557594417,0.3406973040223371,0.6137967352188461,0.3258585567916643,0.13589360195958905,0.7425200597346489,0.863478258038694,0.8329866841369531,1.9301071203991942,0.6847018125084001,0.9593876916306308,0.5349878425192202,0.7275082035901577,0.7712821573739268,0.5441823159795504,0.24366124377569093,0.2645426785145687,0.8561285843220097,0.5347261401313248,0.9881901606302481,3
0.9453718338750178,0.5332322296552158,0.2524925945574267,1.158161255284297,0.3674387637945773,0.49864844291105326,0.22657504746245583,0.4755235573873449,1.1952893838810152,0.312932895305152,0.7687354471693397,0.7818371033712542,1.633209552434821,0.9499057401519873,0.10732291220104417,0.9107253559654027,0.3360551619124862,0.8263804268146445,0.8981006351198468,0.04271530433633308,4
0.19579499908879638,0.29450132195710443,0.626999880571929,0.13852894396510876,0.14294501981220964,0.5158265192309317,0.6893413296582981,1.1521078380932406,1.1888798087516448,0.5816186755307399,0.7111159550984597,0.25241685704652483,1.724698543602114,0.44229369290628395,0.02052082465671201,0.9596610139968158,0.6522254224477255,0.5132062501046737,0.682356383137704,0.4895403906291711,5
0.9264901712574322,0.5158797721686504,0.07215988173693122,0.9117779408318646,0.6152431837237443,0.9415462944696401,0.41536335472100294,0.3556551338707197,0.1788625598283526,0.4858442218780017,0.46466286286095304,0.029759316991142204,1.330229901753119,0.716947112365226,0.7298114232911694,0.4143510171895457,0.015098844794159016,0.9089751574841473,0.78937871811036,0.16519916916317656,6
0.312785961326271,0.610945305819596,0.3644902867188591,0.25069685148911747,0.17730381342455181,0.8678896710470461,0.2900946684444935,0.7870297858377507,0.8337616438396962,0.41117813217253885,0.8826344451768418,0.692708014794749,0.5350854496276639,0.06444023118528353,0.19862361375884896,0.9316827447029558,0.8544135677806904,0.9547347345609252,0.05225334824317296,0.579471680590934,7
0.48049626664912937,0.02170897897556423,0.37362046373439495,0.6652938309277113,0.6039072339140044,0.6717487273552375,0.8388657004383164,1.048413721943714,0.735887515247463,0.794529231389683,0.893124310397603,0.2624896908588915,1.8952933232468556,0.8533070990157379,0.731477156037757,0.35556562470635356,0.8832894907073365,0.8679590908270853,0.9557664458336379,0.0001072565197369757,8
0.016541041918974653,0.31407005725874404,0.9953161745927157,0.2391381407541708,0.16737711870850436,0.7585720369179193,0.0695296661543231,0.9488174042104726,0.8616220960314462,0.010188216125312843,0.774823862866262,0.794201008360474,0.2865738383165938,0.02370363179008894,0.7620637708943899,0.22367017989334437,0.2621743977651142,0.4568695027754949,0.2499269185070182,0.5682835615907468,9
0.8469429969102438,0.37809953702957055,0.43246511643203667,1.3377140042700177,0.3711319356941939,0.040553271926162204,0.5546714859719869,0.6068978154804896,1.3320153303994675,0.37845052231459564,0.8406624957089064,0.4693146935836243,1.0780201784090953,0.661199339245059,0.46224186752467133,0.6236369454887165,0.22188063118536006,0.732863116755199,0.38168208869599585,0.19483454177056447,10
0.27116277479396844,0.24922505196281253,0.15213906225546658,1.2393149666013001,0.25541173236397685,0.12754340504853445,0.6651671533226938,0.5551966926368264,1.2263555828332067,0.6598135170979931,0.30537767187749976,0.20122424102875025,0.4254021466854593,0.11997086334393092,0.03714544103026396,0.03413158352411927,0.23049654791455576,0.22835370646549757,0.6249106219248094,0.8925611854667612,11
0.7797280162429423,0.7214512686280745,0.31044215903525263,0.5833420424460525,0.19608178386428954,0.9354917980336812,0.5617340001760204,1.0992057136251925,0.6407805676886944,0.7997142628236128,0.10410446252734162,0.7121201651273947,1.7578237659054872,0.8035853686291987,0.3271131462989578,0.25510717926386584,0.4950021743571378,0.4136109542694667,0.42493709529275214,0.07437830484476893,12
